,RequestID,Boro,Yr,SegmentID,WktGeom,street,fromSt,toSt,Direction,Vol
16170,21374,Manhattan,2015,33184,POINT (988918.3588514779 209496.56356967383),LEXINGTON AVENUE,East 26 Street,East 27 Street,SB,206.5127314814815
16171,21374,Manhattan,2015,33186,POINT (989045.2412686802 209724.4848747795),LEXINGTON AVENUE,East 27 Street,East 28 Street,SB,211.63078703703704
16172,21374,Manhattan,2015,33255,POINT (990009.993648136 204437.3161282797),AVENUE B,East 11 Street,East 12 Street,NB,34.635416666666664
16173,21374,Manhattan,2015,33255,POINT (990009.993648136 204437.3161282797),AVENUE B,East 11 Street,East 12 Street,SB,72.15856481481481
16174,21374,Staten Island,2015,13120,POINT (956822.0066859857 161873.40624704317),NARROWS ROAD NORTH,Clove Road,Little Clove Road,WB,141.2685185185185
16175,21408,Bronx,2015,132688,POINT (1005422.758253695 247190.5936792015),WASHINGTON BRIDGE APPROACH,Dr M L King Jr Boulevard,Cross Bx Ep Nb En Washington Br,WB,153.30598958333334
16176,21408,Bronx,2015,132793,POINT (1005436.589943387 247145.4050667773),WASHINGTON BR EN CROSS BX EXPWY,Dr M L King Jr Boulevard,Cross Bx Ep Nb En Washington Br,WB,128.47135416666666
16177,21408,Manhattan,2015,234191,POINT (1003628.8197458759 248245.67994442832),CBE SB ENTRANCE WASHINGTON BRDG,Washington Bridge,Dead End,SB,73.73177083333333
16178,21408,Manhattan,2015,234193,POINT (1003600.5414594504 248051.22616564456),CROSS BRONX EXPWY NB ET 1 B,Dead End,Washington Bridge,EB,79.13411458333333
16179,21428,Staten Island,2015,44,POINT (914737.4533262146 120891.38338679342),MOON AVENUE,Nichols Court,Billop Avenue,NB,236.18055555555554
16180,21428,Staten Island,2015,138,POINT (914896.5473961447 120797.71982173693),BILLOP AVENUE,Surf Avenue,Moon Avenue,NB,236.18055555555554
16181,21439,Brooklyn,2015,41387,POINT (1006549.9254520293 169321.0576168466),FLATLANDS AVENUE,Avenue I,East 59 Street,EB,111.75968992248062
16182,21439,Brooklyn,2015,41389,POINT (1006643.001394902 169399.31848239477),FLATLANDS AVENUE,Paerdegat Avenue South,East 59 Street,WB,127.55154639175258
16183,21439,Brooklyn,2015,41390,POINT (1006573.8289875516 169448.88416137616),EAST 59 STREET,Paerdegat Avenue South,Flatlands Avenue,SB,8.684073107049608
16184,21439,Brooklyn,2015,46365,POINT (1012139.6319442232 172006.18371889088),AVENUE K,East 93 Street,East 94 Street,EB,24.846965699208443
16185,21439,Brooklyn,2015,46496,POINT (1012208.6761696506 171989.5271974132),EAST 94 STREET,Avenue L,Avenue K,NB,15.018469656992085
16186,21439,Brooklyn,2015,46497,POINT (1012208.9504026689 172065.06189549333),AVENUE K,East 95 Street,East 94 Street,WB,31.923684210526314
16187,21439,Manhattan,2015,162836,POINT (987918.271870355 198111.96067274344),SOUTH STREET,Alley,Clinton Street,NB,72.66492146596859
16188,21439,Manhattan,2015,9003301,POINT (988024.2856108388 198128.77185108076),SOUTH STREET,Dead end,Clinton Street,EB,49.99738219895288
16189,21439,Manhattan,2015,9003301,POINT (988024.2856108388 198128.77185108076),SOUTH STREET,Dead end,Clinton Street,WB,93.23237597911228
16190,21440,Staten Island,2015,12944,POINT (955915.8100246282 161545.36256647678),MILFORD DRIVE,Ocean Terrace,Ocean Terrace,EB,146.5440414507772
16191,21440,Staten Island,2015,112403,POINT (955939.4218406116 161497.30435986325),OCEAN TERRACE,Dead End,Witteman Place,NB,38.95607235142119
16192,21450,Queens,2015,68695,POINT (1005435.1311802072 222271.25731417292),19 STREET,24 Road,Hoyt Avenue North,NB,15.971817298347911
16193,21450,Queens,2015,68695,POINT (1005435.1311802072 222271.25731417292),19 STREET,24 Road,Hoyt Avenue North,SB,3.7766990291262137
16194,21450,Queens,2015,68739,POINT (1006625.7005761723 220623.71007818868),HOYT AVENUE NORTH,28 Street,27 Street,WB,217.80058365758754
16195,21450,Queens,2015,68781,POINT (1006110.0049078487 222995.61040313131),19 STREET,23 Road,23 Drive,NB,13.866861030126337
16196,21450,Queens,2015,68781,POINT (1006110.0049078487 222995.61040313131),19 STREET,23 Road,23 Drive,SB,5.927184466019417
16197,21450,Queens,2015,68795,POINT (1006886.7078979643 223833.44050479354),19 STREET,Ditmars Boulevard,22 Road,NB,14.959262851600387
16198,21450,Queens,2015,68795,POINT (1006886.7078979643 223833.44050479354),19 STREET,Ditmars Boulevard,22 Road,SB,7.8970873786407765
16199,21450,Queens,2015,68799,POINT (1005983.8380032855 223840.81174739712),SHORE BOULEVARD,Amtrak-connecting Rail Line,Dead end,NB,12.214564369310793
16200,21450,Queens,2015,68799,POINT (1005983.8380032855 223840.81174739712),SHORE BOULEVARD,Amtrak-connecting Rail Line,Dead end,SB,12.20599739243807
16201,21450,Queens,2015,68803,POINT (1006717.9519459755 224151.17983723563),DITMARS BOULEVARD,Shore Boulevard,19 Street,EB,12.938953488372093
16202,21450,Queens,2015,68803,POINT (1006717.9519459755 224151.17983723563),DITMARS BOULEVARD,Shore Boulevard,19 Street,WB,18.73643410852713
16203,21450,Queens,2015,68805,POINT (1006575.935272074 224490.03163728322),SHORE BOULEVARD,21 Drive,Ditmars Boulevard,NB,18.790560471976402
16204,21450,Queens,2015,68805,POINT (1006575.935272074 224490.03163728322),SHORE BOULEVARD,21 Drive,Ditmars Boulevard,SB,21.67157584683358
16205,21450,Queens,2015,68985,POINT (1008392.4616736285 225041.83623616313),20 AVENUE,20 Street,21 Street,EB,18.755082284607937
16206,21450,Queens,2015,68985,POINT (1008392.4616736285 225041.83623616313),20 AVENUE,20 Street,21 Street,WB,15.524685382381413
16207,21450,Queens,2015,130747,POINT (1010641.4291330974 222957.389895615),20 AVENUE,Alley,35 Street,EB,45.470986460348165
16208,21450,Queens,2015,130747,POINT (1010641.4291330974 222957.389895615),20 AVENUE,Alley,35 Street,WB,46.79460580912863
16209,21450,Queens,2015,153001,POINT (1004286.9537713951 222203.45863029791),ASTORIA PARK SOUTH,Shore Boulevard,14 Street,EB,39.871968962172645
16210,21450,Queens,2015,153886,POINT (1004310.7566402595 222234.27085925906),ASTORIA PARK SOUTH,14 Street,Shore Boulevard,WB,9.982642237222757
16211,21472,Manhattan,2015,34405,POINT (988399.1488145873 223465.13775103274),WEST 72 STREET,West End Avenue,Hudson River Greenway,EB,38.80996523754345
16212,21472,Manhattan,2015,34405,POINT (988399.1488145873 223465.13775103274),WEST 72 STREET,West End Avenue,Hudson River Greenway,WB,57.70422535211268
16213,21472,Manhattan,2015,34505,POINT (989050.9477404454 223105.72384502203),WEST 72 STREET,Broadway,West End Avenue,EB,33.42882045322487
16214,21472,Manhattan,2015,34505,POINT (989050.9477404454 223105.72384502203),WEST 72 STREET,Broadway,West End Avenue,WB,45.38627450980392
16215,21472,Manhattan,2015,37082,POINT (989712.7303282475 222737.14851692534),WEST 72 STREET,Columbus Avenue,Amsterdam Avenue,EB,42.507531865585165
16216,21472,Manhattan,2015,37082,POINT (989712.7303282475 222737.14851692534),WEST 72 STREET,Columbus Avenue,Amsterdam Avenue,WB,45.94843568945539
16217,21486,Bronx,2015,78205,POINT (1011241.7205487715 246309.59299570072),EAST 173 STREET,Webster Avenue,Park Avenue,EB,31.666666666666668
16218,21486,Bronx,2015,78352,POINT (1011290.4436401662 246340.1486540722),PARK AVENUE,East 174 Street,East 173 Street,SB,39.31413612565445
16219,21486,Bronx,2015,78354,POINT (1011362.6388999291 246225.89419919456),PARK AVENUE,East 173 Street,East 173 Street,NB,69.55324675324675
16220,21486,Manhattan,2015,70668,POINT (1000922.096673668 242609.2949591785),EDGECOMBE AVENUE,West 157 Street,West 158 Street,NB,59.00523560209424
16221,21486,Manhattan,2015,70669,POINT (1000905.4955707021 242673.81424839242),WEST 158 STREET,8 Avenue Line,Edgecombe Avenue,EB,9.835509138381202
16222,21486,Manhattan,2015,70670,POINT (1000960.4345744076 242701.22745187927),EDGECOMBE AVENUE,West 159 Street,West 158 Street,SB,44.971128608923884
16223,21486,Queens,2015,59033,POINT (1043490.2197884223 182400.34418568562),NORTH CONDUIT AVENUE,Dead end,135 Avenue,WB,222.77984084880637
16224,21486,Queens,2015,59034,POINT (1043359.1297855886 182448.4068133),BAISLEY BOULEVARD SOUTH,134 Avenue,135 Avenue,SB,36.60212201591512
16225,21487,Queens,2015,149051,POINT (1025637.6661062653 209634.29567355805),111 STREET,56 Avenue,55 Avenue,NB,47.99865726753944
16226,21487,Queens,2015,149063,POINT (1025071.142614531 211062.05665218044),111 STREET,50 Avenue,49 Avenue,NB,64.91323283082077
16227,21487,Queens,2015,149068,POINT (1024883.6609260427 211540.22335028442),111 STREET,48 Avenue,47 Avenue,NB,55.448808324941254
16228,21487,Queens,2015,149069,POINT (1024771.75014346 211683.26313251915),111 STREET,Dead End,47 Avenue,SB,43.731208053691276
16229,21487,Queens,2015,153132,POINT (1025426.0899297802 210002.25803726292),111 STREET,Connector,54 Avenue,SB,55.26876675603217
16230,21487,Queens,2015,154019,POINT (1024959.9383621426 211201.6176216342),111 STREET,48 Avenue,49 Avenue,SB,60.559986595174266
16231,21487,Queens,2015,177145,POINT (1025431.0860044272 209651.8219824614),55 AVENUE,Corona Avenue,111 Street,EB,11.394101876675602
16232,21487,Queens,2015,177538,POINT (1024721.6566257987 211606.20746927737),47 AVENUE,109 Street,111 Street,EB,4.673606447280053
16233,21487,Queens,2015,234611,POINT (1025539.7937492505 209873.39067927445),111 STREET,Bike Path,54 Avenue,NB,57.846979865771814
16234,21487,Queens,2015,239110,POINT (1025535.7870155835 209726.40308922157),111 STREET,Dead End,55 Avenue,SB,44.638590604026845
16235,21507,Queens,2015,55938,POINT (1031114.9304835635 197569.46945288454),GRENFELL STREET,Audley Street,83 Avenue,SB,16.080357142857142
16236,21507,Queens,2015,56086,POINT (1031190.214488747 197453.1942548215),LEFFERTS BOULEVARD,Cuthbert Road,Grenfell Street,EB,48.373511904761905
16237,21507,Queens,2015,56092,POINT (1031231.7141772336 197555.36090876604),LEFFERTS BOULEVARD,Lirr Main Line,83 Avenue,WB,55.76636904761905
16238,21509,Manhattan,2015,69261,POINT (1001960.9585065688 238300.49976459402),ESPLANADE GDNS PLAZA,Lenox Avenue Line,145 St Bridge Ped And Bike Path,SB,25.8046875
16239,21509,Manhattan,2015,151132,POINT (1001842.216074755 238041.1994956322),LENOX AVENUE,West 144 Street,Dead end,NB,85.26432291666667
16240,21509,Manhattan,2015,173145,POINT (1000962.6323899861 238710.6473586408),WEST 145 STREET,Frederick Douglass Boulevard,Adam C Powell Boulevard,EB,163.30208333333334
16241,21509,Manhattan,2015,173231,POINT (1002137.152877858 238060.20240955494),WEST 145 STREET,Harlem River Drive,145 St Bridge Ped And Bike Path,WB,159.05078125
16242,21527,Queens,2015,67208,POINT (1001322.1399756972 210477.9786102456),29 STREET,Skillman Avenue,47 Avenue,NB,35.561011904761905
16243,21527,Queens,2015,67209,POINT (1001422.7531256355 210756.9110142562),SKILLMAN AVENUE,29 Street,Thomson Avenue,EB,71.82886904761905
16244,21527,Queens,2015,67211,POINT (1001329.8063976166 210847.22126348558),THOMSON AVENUE,Dead end,Lirr Penn Central Line,EB,292.4404761904762
16245,21527,Queens,2015,67218,POINT (1001564.5873833793 210783.79988068118),THOMSON AVENUE,Skillman Avenue,30 Street,WB,212.14880952380952
16246,21527,Queens,2015,67221,POINT (1001729.0676581825 210756.11111381452),THOMSON AVENUE,30 Place,30 Street,SB,64.41369047619048
16247,21527,Queens,2015,67224,POINT (1001829.4722705055 210349.1914308936),30 PLACE,Thomson Avenue,47 Avenue,NB,89.3110119047619
16248,21527,Queens,2015,67225,POINT (1001999.6479100431 210714.74025980433),THOMSON AVENUE,30 Place,31 Street,EB,231.38690476190476
16249,21527,Queens,2015,67363,POINT (1002525.6599243563 210629.49603308964),THOMSON AVENUE,Dead End,Van Dam Street,WB,144.1577380952381
16250,21527,Queens,2015,188146,POINT (1001638.2550667268 210832.92025045882),SKILLMAN AVENUE,30 Street,Thomson Avenue,WB,44.322916666666664
16251,21531,Manhattan,2015,72562,POINT (1004293.8366968306 250893.0422193671),AUDUBON AVENUE,West 191 Street,West 192 Street,NB,16.816526610644257
16252,21531,Manhattan,2015,72574,POINT (1004418.861789804 251118.45325726888),AUDUBON AVENUE,West 192 Street,West 193 Street,NB,22.100981767180926
16253,21531,Manhattan,2015,72574,POINT (1004418.861789804 251118.45325726888),AUDUBON AVENUE,West 192 Street,West 193 Street,SB,13.186797752808989
16254,21531,Manhattan,2015,111262,POINT (1004516.6450085198 251359.04521792268),AUDUBON AVENUE,Dead end,West 193 Street,SB,12.580645161290322
16255,21560,Manhattan,2015,36024,POINT (991952.3362843811 217596.60671142524),EAST 59 STREET,5 Avenue,Madison Avenue,EB,130.62630208333334
16256,21560,Manhattan,2015,36264,POINT (993264.6649222511 216866.38399947208),EAST 59 STREET,Lexington Avenue,3 Avenue,EB,167.91666666666666
16257,21560,Manhattan,2015,36273,POINT (993799.0414266979 216571.27437953692),EAST 59 STREET,3 Avenue,2 Avenue,EB,190.71223958333334
16258,21560,Manhattan,2015,165476,POINT (992371.9887632753 217362.3626254179),EAST 59 STREET,Madison Avenue,Park Avenue,EB,117.29427083333333
16259,21560,Manhattan,2015,165485,POINT (992844.774516235 217100.17721745194),EAST 59 STREET,Park Avenue,Lexington Avenue,EB,189.04296875
16260,21561,Brooklyn,2015,22139,POINT (984684.5044927796 184103.79373406188),HAMILTON AVENUE BRIDGE,Gowanus Canal Shoreline,Gowanus Canal Shoreline,NB,316.16411378555796
16261,21561,Brooklyn,2015,22259,POINT (984945.5256301118 181328.5443321675),3 AVENUE,20 Street,21 Street,SB,216.68543046357615
16262,21561,Brooklyn,2015,22260,POINT (985032.3130552792 181236.9143309466),3 AVENUE,21 Street,20 Street,NB,212.766592920354
16263,21561,Brooklyn,2015,22315,POINT (985112.9330594359 183212.14087685375),HAMILTON AVENUE,15 Street,Dead End,NB,312.9015317286652
16264,21561,Brooklyn,2015,187983,POINT (984965.7243337529 183195.8712158372),HAMILTON AVENUE,Hamilton Place,15 Street,SB,175.45494505494506
16265,21561,Brooklyn,2015,190897,POINT (985499.357268358 181856.3203820528),3 AVENUE,Dead end,17 Street,NB,226.43544857768052
16266,21561,Brooklyn,2015,193899,POINT (985270.4589529469 182001.2305988754),HAMILTON AVENUE,17 Street,18 Street,SB,166.94162995594715
16267,21561,Brooklyn,2015,9009362,POINT (984591.8404465846 183958.3933470194),HAMILTON AVENUE BRIDGE,Dead end,Gowanus Creek Shoreline,SB,190.99671052631578
16268,21572,Manhattan,2015,34156,POINT (989298.3660965185 212726.37253853126),EAST 38 STREET,5 Avenue,Madison Avenue,EB,109.47395833333333
16269,21572,Manhattan,2015,34197,POINT (990154.7315705227 214369.88741990706),EAST 45 STREET,Madison Avenue,5 Avenue,WB,100.31770833333333
16270,21572,Manhattan,2015,35767,POINT (990951.814004731 211810.9022251407),EAST 38 STREET,3 Avenue,Queens Midtown Tunnel Exit,EB,76.56119791666667
16271,21572,Manhattan,2015,35951,POINT (991511.7057792346 213618.02332636854),EAST 45 STREET,3 Avenue,Lexington Avenue,WB,86.37760416666667
16272,21572,Manhattan,2015,217530,POINT (986308.8162172801 216500.04742600527),WEST 45 STREET,9 Avenue,Dead end,WB,67.79296875
16273,21572,Manhattan,2015,276233,POINT (984732.574873802 215260.6810687027),WEST 38 STREET,Hudson Boulevard East,10 Avenue,EB,51.837239583333336
16274,21593,Queens,2015,51259,POINT (1024217.8141934638 181781.19264997056),153 AVENUE,Sapphire Street,79 Street,EB,3.4985119047619047
16275,21593,Queens,2015,51395,POINT (1025713.0084074878 182060.34958240928),153 AVENUE,84 Street,83 Street,WB,11.739583333333334
16276,21593,Queens,2015,51399,POINT (1026313.9553633263 182194.98077704894),153 AVENUE,84 Street,88 Street,EB,17.416666666666668
16277,21593,Queens,2015,51399,POINT (1026313.9553633263 182194.98077704894),153 AVENUE,84 Street,88 Street,WB,10.444940476190476
16278,21593,Queens,2015,51548,POINT (1026499.1686467219 182098.97445350894),88 STREET,155 Avenue,153 Avenue,NB,9.535714285714286
16279,21593,Queens,2015,51549,POINT (1026472.8233611265 182346.65390551434),88 STREET,151 Avenue,153 Avenue,SB,9.81547619047619
16280,21615,Brooklyn,2015,25885,POINT (996742.3332725625 151145.95945876485),CORBIN PLACE,Brighton 13 Street,Brighton 12 Street,NB,19.5234375
16281,21615,Brooklyn,2015,44878,POINT (1005960.1456778983 194534.6750407047),STOCKHOLM STREET,Wilson Avenue,Knickerbocker Avenue,EB,23.4609375
16282,21615,Brooklyn,2015,44883,POINT (1006014.0273922173 194535.72497785965),KNICKERBOCKER AVENUE,Stanhope Street,Stockholm Street,NB,81.86197916666667
16283,21615,Brooklyn,2015,45124,POINT (1007253.2830181875 193611.63276421704),KNICKERBOCKER AVENUE,Grove Street,Menahan Street,NB,30.260416666666668
16284,21615,Brooklyn,2015,50601,POINT (1020423.5964176344 181033.23282509568),WORTMAN AVENUE,Logan Street,Fountain Avenue,EB,16.44864864864865
16285,21615,Brooklyn,2015,50612,POINT (1020516.081640146 180948.73477832458),FOUNTAIN AVENUE,Cozine Avenue,Wortman Avenue,NB,79.736
16286,21615,Brooklyn,2015,50613,POINT (1020501.9811506663 181062.07638878908),WORTMAN AVENUE,Euclid Avenue,Fountain Avenue,WB,14.408108108108108
16287,21615,Brooklyn,2015,105916,POINT (996707.3269528227 151172.94756688405),BRIGHTON 12 STREET,Dead end,Corbin Place,EB,20.89556135770235
16288,21615,Brooklyn,2015,150758,POINT (1020431.1475824818 181073.3363436225),FOUNTAIN AVENUE,Dead End,Wortman Avenue,SB,54.87733333333333
16289,21615,Brooklyn,2015,163329,POINT (996730.1867981965 151210.81622812303),CORBIN PLACE,Cass Place,Brighton 12 Street,SB,31.66062176165803
16290,21615,Brooklyn,2015,9004486,POINT (1007210.3885807263 193598.16055956122),MENAHAN STREET,Dead End,Knickerbocker Avenue,EB,16.839910647803425
16291,21616,Manhattan,2015,72522,POINT (1003963.3008892579 253541.61860823428),SHERMAN AVENUE,Broadway,Sickles Street,NB,36.68556701030928
16292,21616,Manhattan,2015,72585,POINT (1004025.1697810269 253507.83831131097),SICKLES STREET,Nagle Avenue,Sherman Avenue,WB,18.085271317829456
16293,21616,Manhattan,2015,72590,POINT (1004042.2117654587 253580.05179103522),SHERMAN AVENUE,Arden Street,Sickles Street,SB,36.25831202046036
16294,21616,Staten Island,2015,4437,POINT (938450.437452031 141643.0946697074),RIDGEWOOD AVENUE,Genesee Avenue,Leverett Avenue,NB,10.698666666666666
16295,21616,Staten Island,2015,4451,POINT (938402.8736355717 141753.2237361083),SWEETBROOK ROAD,Dead End,Ridgewood Avenue,EB,4.1888297872340425
16296,21616,Staten Island,2015,4454,POINT (938418.6819444307 141830.80264955302),RIDGEWOOD AVENUE,Barlow Avenue,Sweetbrook Road,SB,46.96010638297872
16297,21616,Staten Island,2015,4456,POINT (938483.740256923 141693.93897817994),LEVERETT AVENUE,Cortelyou Avenue,Ridgewood Avenue,WB,34.12266666666667
16298,21616,Staten Island,2015,155270,POINT (944578.568082301 137992.76285414302),HYLAN BOULEVARD,Whitman Avenue,Hillside Terrace,EB,185.76657824933687
16299,21616,Staten Island,2015,155304,POINT (945487.3035210101 138933.3873825236),HYLAN BOULEVARD,Yacht Club Cove,Fieldway Avenue,WB,193.49076517150397
16300,21616,Staten Island,2015,155332,POINT (944606.6033719606 138064.4907521725),HYLAN BOULEVARD,Dead End,Hillside Terrace,WB,186.71087533156498
16301,21616,Staten Island,2015,155386,POINT (945457.3979530799 138853.99906808566),HYLAN BOULEVARD,Waterside Parkway,Fieldway Avenue,EB,188.17506631299736
16302,21616,Staten Island,2015,159978,POINT (944540.0380774846 138068.23627985583),HILLSIDE TERRACE,Cottage Avenue,Hylan Boulevard,SB,4.612732095490716
16303,21616,Staten Island,2015,159981,POINT (944624.6892278682 137987.2780957355),HILLSIDE TERRACE,Mansion Avenue,Hylan Boulevard,NB,2.8746666666666667
16304,21616,Staten Island,2015,159990,POINT (945440.6326027634 138939.139124083),FIELDWAY AVENUE,Greencroft Avenue,Hylan Boulevard,SB,5.775132275132275
16305,21626,Bronx,2015,89576,POINT (1027936.645513798 263042.1465713285),BAYCHESTER AVENUE,Strang Avenue,East 233 Street,SB,44.5546875
16306,21626,Bronx,2015,89644,POINT (1028378.3163070912 261626.89540761925),BAYCHESTER AVENUE,Needham Avenue,Crawford Avenue,NB,82.60416666666667
16307,21626,Bronx,2015,89644,POINT (1028610.9070937303 260938.39918993087),BAYCHESTER AVENUE,Crawford Avenue,Needham Avenue,SB,83.92578125
16308,21626,Bronx,2015,89645,POINT (1028643.8923574392 260850.0534336612),BAYCHESTER AVENUE,Boston Road,Needham Avenue,NB,85.20703125
16309,21626,Bronx,2015,89645,POINT (1028818.5296287388 260442.49380270878),BAYCHESTER AVENUE,Needham Avenue,Boston Road,SB,81.99739583333333
16310,21626,Bronx,2015,89650,POINT (1028177.9815229258 262218.2988914084),BAYCHESTER AVENUE,Crawford Avenue,Schieffelin Avenue,NB,81.4921875
16311,21626,Bronx,2015,89650,POINT (1028361.7031891239 261675.99991083328),BAYCHESTER AVENUE,Schieffelin Avenue,Crawford Avenue,SB,86.05208333333333
16312,21626,Bronx,2015,108066,POINT (1028876.352107627 260307.58894855686),BAYCHESTER AVENUE,Dyre Avenue Line,Boston Road,NB,93.49088541666667
16313,21626,Bronx,2015,9004723,POINT (1028149.5355281221 262309.998711675),BAYCHESTER AVENUE,Dead end,Schieffelin Avenue,SB,98.44661458333333
16314,21626,Bronx,2015,9004735,POINT (1027962.5453924484 262953.04001234565),BAYCHESTER AVENUE,Dead End,East 233 Street,NB,90.54296875
16315,21637,Brooklyn,2015,44285,POINT (1001971.5559193803 193177.3056728168),MYRTLE AVENUE,Lewis Avenue,Broadway,EB,59.66431593794076
16316,21637,Brooklyn,2015,44399,POINT (1002278.1992634612 193163.34518039552),BROADWAY,Jamaica Line,Jamaica Line,NB,72.454802259887
16317,21637,Brooklyn,2015,44400,POINT (1002345.9866909668 193233.250650079),MYRTLE AVENUE,Broadway,Troutman Street,WB,68.94389901823281
16318,21637,Brooklyn,2015,44554,POINT (1003639.5502790936 193423.10429535885),MYRTLE AVENUE,Charles Place,Myrtle Avenue Line,EB,94.69090909090909
16319,21637,Brooklyn,2015,44564,POINT (1003903.493478888 193387.2170005408),EVERGREEN AVENUE,Hart Street,Myrtle Avenue,NB,50.25770308123249
16320,21637,Brooklyn,2015,44714,POINT (1004863.2581044895 193601.79476312594),MYRTLE AVENUE,Cedar Street,Dekalb Avenue,EB,67.38108484005564
16321,21637,Brooklyn,2015,44717,POINT (1004919.9905262288 193678.36661485615),CENTRAL AVENUE,Cedar Street,Dekalb Avenue,SB,53.380222841225624
16322,21637,Brooklyn,2015,44864,POINT (1005833.9478506303 193735.9734937259),MYRTLE AVENUE,Myrtle Avenue Line,Myrtle Avenue Line,EB,48.37916666666667
16323,21637,Brooklyn,2015,44999,POINT (1006144.3270976936 193778.71976303178),MYRTLE AVENUE,Harman Street,Himrod Street,WB,57.11944444444445
16324,21637,Brooklyn,2015,103600,POINT (1005081.1971606038 193633.38534737928),MYRTLE AVENUE,Myrtle Avenue Line,Central Avenue,WB,84.36541143654114
16325,21637,Brooklyn,2015,264741,POINT (1000173.3017559224 192904.0962274334),MYRTLE AVENUE,Sumner Houses Pedestrian Path,Dead end,WB,66.62905500705219
16326,21639,Manhattan,2015,32828,POINT (986189.0583577064 209838.12014675722),AVENUE OF THE AMERICAS,6 Avenue Line,6 Avenue Line,NB,398.8761574074074
16327,21639,Manhattan,2015,32830,POINT (985588.6135247427 210299.33228426467),WEST 23 STREET,7 Avenue,6 Avenue Line,WB,90.84143518518519
16328,21639,Manhattan,2015,32830,POINT (986118.0781419419 210008.20561133634),WEST 23 STREET,6 Avenue Line,7 Avenue,EB,125.41898148148148
16329,21639,Manhattan,2015,32831,POINT (986296.114503952 210032.25560072323),AVENUE OF THE AMERICAS,6 Avenue Line,6 Avenue Line,NB,354.97222222222223
16330,21639,Manhattan,2015,33001,POINT (987083.0296066485 209343.91329449415),5 AVENUE,East 22 Street,East 23 Street,SB,227.49884259259258
16331,21639,Manhattan,2015,33004,POINT (986410.6182915776 209846.55594315313),WEST 23 STREET,6 Avenue Line,5 Avenue,WB,108.95138888888889
16332,21639,Manhattan,2015,33004,POINT (986981.3040719908 209530.0336824136),WEST 23 STREET,5 Avenue,6 Avenue Line,EB,94.20949074074075
16333,21639,Manhattan,2015,33007,POINT (987282.224073912 209465.6989828445),BROADWAY,East 23 Street,5 Avenue,SB,85.46527777777777
16334,21639,Manhattan,2015,33009,POINT (987225.8968417044 209603.44352093482),5 AVENUE,Broadway Line,Broadway,SB,191.75810185185185
16335,21639,Manhattan,2015,33012,POINT (987351.5121414489 209823.1709519758),5 AVENUE,West 25 Street,Broadway,SB,280.6041666666667
16336,21639,Manhattan,2015,33166,POINT (988536.2355814972 208804.30460005024),LEXINGTON AVENUE,East 23 Street,East 24 Street,SB,144.56597222222223
16337,21639,Manhattan,2015,33167,POINT (988539.1396156081 208666.46706115338),EAST 23 STREET,Lexington Avenue,3 Avenue,WB,109.58912037037037
16338,21639,Manhattan,2015,33167,POINT (988825.453680923 208506.47433410658),EAST 23 STREET,3 Avenue,Lexington Avenue,EB,136.66782407407408
16339,21639,Manhattan,2015,33170,POINT (988817.4966030373 208267.32259094538),3 AVENUE,East 23 Street,East 22 Street,SB,51.820601851851855
16340,21639,Manhattan,2015,33170,POINT (988871.7571375932 208365.4286165572),3 AVENUE,East 22 Street,East 23 Street,NB,282.35185185185185
16341,21639,Manhattan,2015,33172,POINT (988959.5280723327 208524.5021325126),3 AVENUE,East 24 Street,East 23 Street,SB,23.81365740740741
16342,21639,Manhattan,2015,33172,POINT (989009.0634080509 208614.54456203233),3 AVENUE,East 23 Street,East 24 Street,NB,286.77893518518516
16343,21639,Manhattan,2015,33173,POINT (988992.938802245 208413.1987704366),EAST 23 STREET,3 Avenue,2 Avenue,WB,113.59722222222223
16344,21639,Manhattan,2015,33173,POINT (989420.9263199373 208175.89987971124),EAST 23 STREET,2 Avenue,3 Avenue,EB,108.62962962962963
16345,21639,Manhattan,2015,33278,POINT (989344.5327449383 207754.13570524883),2 AVENUE,East 21 Street,East 22 Street,SB,366.7546296296296
16346,21639,Manhattan,2015,33280,POINT (989469.45310416 207979.57655116185),2 AVENUE,East 22 Street,East 23 Street,SB,360.41435185185185
16347,21639,Manhattan,2015,33290,POINT (989594.5805408699 208204.12160070156),2 AVENUE,East 23 Street,East 24 Street,SB,393.4178240740741
16348,21639,Manhattan,2015,33291,POINT (989826.0779801417 207938.89982637917),EAST 23 STREET,2 Avenue,1 Avenue,WB,85.99537037037037
16349,21639,Manhattan,2015,33291,POINT (989930.7501901247 207876.3156946514),EAST 23 STREET,1 Avenue,2 Avenue,EB,120.60300925925925
16350,21639,Manhattan,2015,33295,POINT (990015.862819453 208457.43025878284),EAST 25 STREET,1 Avenue,2 Avenue,WB,81.77662037037037
16351,21639,Manhattan,2015,33393,POINT (983024.576922096 211552.63307147007),10 AVENUE,West 22 Street,West 23 Street,NB,294.087962962963
16352,21639,Manhattan,2015,33464,POINT (983216.0447879732 211613.0139304046),WEST 23 STREET,10 Avenue,9 Avenue,WB,103.43055555555556
16353,21639,Manhattan,2015,33464,POINT (983786.8345156886 211296.81605954136),WEST 23 STREET,9 Avenue,10 Avenue,EB,77.96296296296296
16354,21639,Manhattan,2015,33539,POINT (984599.2248720415 210681.32622513542),8 AVENUE,8 Avenue Line,8 Avenue Line,NB,258.9675925925926
